session_id,is_anomalous,attack_type,risk_score,reconstruction_error,anomaly_score,predicted_label
SES-012576,0,None,10.7667,0.337633,0.074718,0
SES-001181,0,None,8.6508,0.456797,0.101925,0
SES-012705,0,None,6.875,0.139605,0.029506,0
SES-004929,0,None,1.325,0.317732,0.070174,0
SES-011200,0,None,3.45,0.076652,0.015133,0
SES-010121,0,None,3.6833,0.201453,0.043626,0
SES-001059,0,None,4.4143,0.115697,0.024047,0
SES-006413,0,None,2.075,0.068864,0.013355,0
SES-003751,0,None,3.1562,0.168566,0.036118,0
SES-007946,0,None,7.2438,0.334217,0.073938,0
SES-002154,0,None,0.0,0.063392,0.012105,0
SES-003505,0,None,5.4,0.174461,0.037464,0
SES-009601,0,None,5.0,0.245212,0.053617,0
SES-009890,0,None,5.1,0.150292,0.031946,0
SES-003859,0,None,6.6688,0.146648,0.031114,0
SES-005809,0,None,4.5,0.287755,0.06333,0
SES-003632,0,None,10.0,0.165923,0.035514,0
SES-001598,0,None,6.2667,0.38622,0.085811,0
SES-005834,0,None,10.7625,0.168426,0.036086,0
SES-012985,0,None,11.5,0.26912,0.059076,0
SES-009778,1,Insider Threat,33.4286,0.178035,0.03828,0
SES-000557,0,None,5.5667,0.143027,0.030287,0
SES-001471,0,None,3.7375,0.129305,0.027154,0
SES-006510,0,None,13.3429,0.301409,0.066448,0
SES-011270,0,None,13.575,0.362564,0.08041,0
SES-007624,0,None,5.9357,0.157552,0.033603,0
SES-000431,0,None,0.0,0.321338,0.070998,0
SES-006440,0,None,3.2857,0.14241,0.030146,0
SES-008696,0,None,6.8571,0.240685,0.052584,0
SES-011106,0,None,10.1562,0.491247,0.10979,0
SES-004133,0,None,5.9,0.077601,0.015349,0
SES-001167,0,None,4.9857,0.138011,0.029142,0
SES-000946,0,None,4.6818,0.339994,0.075257,0
SES-006184,0,None,7.4,0.186187,0.040141,0
SES-002147,0,None,4.2188,0.256798,0.056262,0
SES-009448,0,None,7.4562,0.19366,0.041847,0
SES-000961,0,None,4.3542,0.126795,0.026581,0
SES-006077,0,None,3.6,0.156479,0.033358,0
SES-010722,0,None,4.2357,0.975251,0.220294,1
SES-002975,0,None,5.25,0.11124,0.02303,0
SES-001828,0,None,4.9125,0.165916,0.035513,0
SES-012242,0,None,2.8,0.158178,0.033746,0
SES-000607,0,None,0.0,0.026859,0.003764,0
SES-003509,0,None,11.8,0.402702,0.089574,0
SES-003915,0,None,2.4833,0.138796,0.029321,0
SES-011322,0,None,6.45,0.653025,0.146726,0
SES-004585,0,None,5.65,0.19264,0.041614,0
SES-011946,1,Impossible Travel,36.05,0.099034,0.020243,0
SES-006757,0,None,4.0,0.164527,0.035196,0
SES-012949,0,None,4.45,0.124166,0.025981,0
SES-001752,0,None,8.625,0.709399,0.159597,1
SES-003713,0,None,3.5625,0.136897,0.028888,0
SES-004322,1,Malware Execution,42.3,0.335537,0.074239,0
SES-004624,0,None,2.95,0.20438,0.044295,0
SES-000911,0,None,4.6143,0.121813,0.025444,0
SES-001773,0,None,4.1,0.179974,0.038722,0
SES-005190,0,None,6.2375,0.341045,0.075497,0
SES-005622,0,None,3.4857,0.174777,0.037536,0
SES-012530,0,None,9.0125,0.121813,0.025444,0
SES-001387,0,None,1.4,0.079593,0.015804,0
SES-006865,0,None,2.65,0.129706,0.027246,0
SES-000637,1,Brute Force,35.925,1.270092,0.287611,1
SES-000281,0,None,6.9667,0.129527,0.027205,0
SES-008684,1,Lateral Movement,37.6167,0.475043,0.10609,0
SES-011653,0,None,10.3,0.217775,0.047353,0
SES-003597,0,None,6.6062,0.502161,0.112282,0
SES-001010,0,None,6.5,0.189486,0.040894,0
SES-005213,0,None,5.675,0.108761,0.022464,0
SES-012541,0,None,2.05,0.025786,0.003519,0
SES-010829,0,None,2.5214,0.130889,0.027516,0
SES-012907,0,None,3.55,0.202511,0.043868,0
SES-003980,0,None,2.65,0.107966,0.022282,0
SES-009148,1,Malware Execution,39.95,0.25676,0.056254,0
SES-011138,0,None,5.4875,0.559431,0.125357,0
SES-007409,0,None,6.025,0.179413,0.038594,0
SES-002375,0,None,3.4,0.158358,0.033787,0
SES-005802,0,None,6.9864,0.384655,0.085454,0
SES-003289,0,None,10.6391,0.450872,0.100572,0
SES-004542,0,None,4.4143,0.204447,0.04431,0
SES-006819,0,None,4.25,0.129305,0.027154,0
SES-005910,0,None,6.0,0.151743,0.032277,0
SES-007293,0,None,3.5643,0.238162,0.052008,0
SES-010205,1,Data Exfiltration,42.4833,0.299852,0.066092,0
SES-012122,0,None,11.75,0.236276,0.051577,0
SES-003089,0,None,9.3625,0.41324,0.09198,0
SES-004629,0,None,8.15,0.018126,0.00177,0
SES-003750,0,None,10.5065,0.727902,0.163821,1
SES-010375,0,None,8.75,0.101813,0.020877,0
SES-002859,0,None,11.3571,0.179162,0.038537,0
SES-000426,0,None,0.0,0.164692,0.035233,0
SES-004012,1,Impossible Travel,41.575,0.155475,0.033129,0
SES-004333,0,None,2.5,0.131022,0.027546,0
SES-004954,0,None,10.0,0.132371,0.027854,0
SES-005249,0,None,0.45,0.075162,0.014793,0
SES-010370,0,None,12.0333,0.178292,0.038338,0
SES-006015,1,Malware Execution,41.95,0.699558,0.15735,1
SES-011850,0,None,5.975,0.687451,0.154586,1
SES-002946,0,None,0.9,0.015867,0.001255,0
SES-012875,0,None,4.225,0.293669,0.064681,0
SES-008067,0,None,3.825,0.160968,0.034383,0
SES-002248,0,None,11.1625,0.167839,0.035952,0
SES-010294,0,None,2.5,0.169087,0.036237,0
SES-003406,1,Off-hours Access,28.35,0.136788,0.028862,0
SES-010522,0,None,2.6833,0.158872,0.033905,0
SES-003585,0,None,3.8214,0.123147,0.025748,0
SES-001635,0,None,5.4603,0.144563,0.030638,0
SES-010515,0,None,3.6643,0.150991,0.032105,0
SES-012820,0,None,1.75,0.446782,0.099638,0
SES-005730,0,None,8.3,0.448715,0.100079,0
SES-010740,0,None,6.6,0.117516,0.024463,0
SES-007574,0,None,7.45,0.129038,0.027093,0
SES-005890,0,None,3.1286,0.199134,0.043097,0
SES-011393,0,None,11.525,0.436206,0.097223,0
SES-005005,0,None,2.6,0.179833,0.03869,0
SES-011931,0,None,10.3,0.085021,0.017044,0
SES-003900,0,None,4.15,0.100379,0.02055,0
SES-007490,0,None,8.35,0.167839,0.035952,0
SES-010870,0,None,2.25,0.393352,0.087439,0
SES-005027,0,None,9.75,0.178385,0.03836,0
SES-001436,0,None,1.596,0.122906,0.025693,0
SES-011757,0,None,4.45,0.133195,0.028042,0
SES-002076,0,None,3.9,0.322591,0.071284,0
SES-005564,0,None,3.475,0.090812,0.018366,0
SES-011159,0,None,7.275,0.196529,0.042502,0
SES-012639,1,Insider Threat,28.0167,0.311493,0.06875,0
SES-000177,0,None,0.0,0.08974,0.018121,0
SES-001441,0,None,3.4143,0.575998,0.12914,0
SES-001979,0,None,6.1875,0.163044,0.034857,0
SES-003852,0,None,3.3,0.334427,0.073986,0
SES-004352,0,None,4.35,0.055602,0.010327,0
SES-001307,0,None,1.1429,0.363409,0.080603,0
SES-007353,0,None,11.9,0.233754,0.051001,0
SES-009661,0,None,6.75,0.416048,0.092621,0
SES-007575,0,None,4.1833,0.51582,0.1154,0
SES-001522,0,None,2.7143,0.145587,0.030872,0
SES-006010,0,None,4.0643,0.115567,0.024017,0
SES-001855,0,None,4.075,0.182111,0.03921,0
SES-008746,0,None,5.7643,0.177771,0.038219,0
SES-004187,0,None,5.975,0.404188,0.089914,0
SES-009935,0,None,1.95,0.170407,0.036538,0
SES-006983,0,None,2.8143,0.227798,0.049641,0
SES-008237,0,None,4.7562,0.381171,0.084658,0
SES-002010,0,None,6.75,0.128415,0.026951,0
SES-003812,0,None,2.1312,0.163023,0.034852,0
SES-003362,0,None,4.25,0.093866,0.019063,0
SES-004933,0,None,3.325,0.183284,0.039478,0
SES-002603,0,None,3.475,0.566424,0.126954,0
SES-005745,1,Data Exfiltration,47.0833,0.448627,0.100059,0
SES-012768,1,Brute Force,37.8,0.720665,0.162169,1
SES-004799,0,None,5.1,0.144458,0.030614,0
SES-010882,0,None,2.4786,0.207573,0.045024,0
SES-006732,0,None,4.1357,0.283071,0.062261,0
SES-005170,1,Off-hours Access,23.8643,0.342843,0.075908,0
SES-004167,0,None,6.05,0.217127,0.047205,0
SES-002246,0,None,7.9714,0.281924,0.061999,0
SES-012890,0,None,2.175,0.311952,0.068855,0
SES-012579,1,Insider Threat,28.825,0.586016,0.131427,0
SES-001267,0,None,7.5184,0.147704,0.031355,0
SES-009822,1,Insider Threat,26.7091,0.174674,0.037512,0
SES-000893,0,None,3.1429,0.354396,0.078545,0
SES-001864,1,Brute Force,40.3384,0.940204,0.212293,1
SES-009323,0,None,6.925,0.432571,0.096394,0
SES-003280,0,None,8.425,0.117825,0.024533,0
SES-006023,0,None,3.0375,0.149539,0.031774,0
SES-011682,1,Privilege Escalation,42.5571,0.300363,0.066209,0
SES-012162,0,None,6.275,0.401743,0.089355,0
SES-001171,0,None,3.6333,0.14825,0.03148,0
SES-009760,0,None,2.2714,0.105577,0.021737,0
SES-012480,0,None,8.5,0.203359,0.044061,0
SES-011907,0,None,0.6,0.030159,0.004518,0
SES-008937,0,None,6.15,0.025099,0.003363,0
SES-011960,0,None,4.7833,0.197676,0.042764,0
SES-008333,0,None,2.7812,0.149839,0.031842,0
SES-009053,0,None,10.6,0.157576,0.033609,0
SES-005239,0,None,3.075,0.046339,0.008212,0
SES-012060,0,None,5.25,0.178423,0.038368,0
SES-003225,0,None,2.9,0.141445,0.029926,0
SES-010874,0,None,4.375,0.125441,0.026272,0
SES-011468,0,None,2.2,0.227325,0.049533,0
SES-012009,0,None,6.35,0.097378,0.019865,0
SES-005390,0,None,4.825,0.308235,0.068006,0
SES-006234,0,None,2.6,0.127562,0.026756,0
SES-004695,0,None,8.0062,0.185952,0.040087,0
SES-003310,1,Beaconing C2,38.9596,0.835451,0.188376,1
SES-006495,0,None,1.2,0.059512,0.011219,0
SES-006571,0,None,4.9714,0.174111,0.037384,0
SES-007856,1,Data Exfiltration,42.55,0.987679,0.223132,1
SES-009909,0,None,1.8,0.121849,0.025452,0
SES-010968,0,None,5.4875,0.411977,0.091692,0
SES-004663,0,None,7.05,0.11248,0.023313,0
SES-010599,0,None,3.1286,0.59735,0.134015,0
SES-009606,1,Malware Execution,45.25,0.700115,0.157477,1
SES-003520,0,None,6.3375,0.284479,0.062582,0
SES-008629,0,None,6.0455,0.368322,0.081725,0
SES-005914,1,Privilege Escalation,44.2,1.571495,0.356425,1
SES-006017,0,None,6.65,0.060559,0.011458,0
SES-008027,1,Off-hours Access,21.4,0.08913,0.017982,0
SES-007809,0,None,2.8333,0.157085,0.033497,0
SES-013002,0,None,4.2562,0.143707,0.030442,0
SES-005858,0,None,3.075,0.102873,0.021119,0
SES-010340,0,None,4.95,0.098612,0.020147,0
SES-004003,0,None,12.2143,0.579093,0.129846,0
SES-007551,0,None,7.55,0.116787,0.024296,0
SES-011959,1,Malware Execution,42.2357,0.581078,0.1303,0
SES-011739,1,Data Exfiltration,46.1667,1.387787,0.314482,1
SES-008163,0,None,6.3545,0.442943,0.098762,0
SES-003716,0,None,8.5,0.193246,0.041753,0
SES-007714,0,None,2.75,0.141384,0.029912,0
SES-002268,0,None,6.575,0.094449,0.019196,0
SES-003773,0,None,7.3333,0.44114,0.09835,0
SES-002037,0,None,4.75,0.161174,0.03443,0
SES-011258,1,Credential Stuffing,35.9357,0.649833,0.145997,0
SES-008235,0,None,5.05,0.166394,0.035622,0
SES-007062,0,None,6.35,0.199291,0.043133,0
SES-005067,0,None,2.85,0.144295,0.030576,0
SES-008360,0,None,7.575,0.157696,0.033636,0
SES-012456,0,None,0.45,0.03023,0.004534,0
SES-004810,1,Off-hours Access,22.625,0.299198,0.065943,0
SES-002402,0,None,6.6875,0.130654,0.027462,0
SES-004802,0,None,4.6375,0.681953,0.153331,1
SES-009666,0,None,5.05,0.136423,0.028779,0
SES-000759,0,None,9.7,0.094891,0.019297,0
SES-000865,0,None,7.9062,0.306635,0.067641,0
SES-004370,0,None,3.8833,0.592182,0.132835,0
SES-003099,0,None,3.3375,0.137494,0.029024,0
SES-004094,0,None,5.45,0.300236,0.06618,0
SES-007654,0,None,3.725,0.423421,0.094305,0
SES-005674,0,None,5.55,0.16013,0.034192,0
SES-003449,0,None,4.6357,0.305599,0.067404,0
SES-010666,0,None,8.95,0.126407,0.026492,0
SES-007224,0,None,1.5,0.123058,0.025728,0
SES-001283,0,None,3.0833,0.161666,0.034543,0
SES-006435,0,None,4.9,0.149458,0.031755,0
SES-002395,0,None,4.05,0.24737,0.05411,0
SES-011110,0,None,5.475,0.283565,0.062374,0
SES-003734,0,None,3.9929,0.11657,0.024247,0
SES-007638,0,None,4.225,0.613112,0.137613,0
SES-002243,0,None,6.5833,0.126994,0.026626,0
SES-010268,0,None,1.9,0.117513,0.024462,0
SES-005769,0,None,4.3667,0.345305,0.07647,0
SES-007633,0,None,2.7,0.15397,0.032785,0
SES-007003,0,None,3.85,0.284223,0.062524,0
SES-012099,0,None,4.425,0.121182,0.025299,0
SES-000569,0,None,0.0,0.163436,0.034947,0
SES-007863,0,None,2.05,0.392359,0.087213,0
SES-004587,0,None,3.05,0.012695,0.000531,0
SES-000449,0,None,8.5,0.154,0.032792,0
SES-011596,0,None,3.25,0.440067,0.098105,0
SES-009017,0,None,4.2,0.092271,0.018699,0
SES-007468,0,None,6.1,0.134011,0.028229,0
SES-008624,0,None,3.2357,0.15293,0.032548,0
SES-002786,0,None,3.85,0.247822,0.054213,0
SES-008238,0,None,9.6,0.1844,0.039733,0
SES-006251,0,None,3.5,0.116143,0.024149,0
SES-000669,0,None,5.8143,0.14685,0.03116,0
SES-001417,0,None,7.5429,0.151515,0.032225,0
SES-012349,0,None,4.15,0.163705,0.035008,0
SES-000370,0,None,5.86,0.184579,0.039774,0
SES-007234,0,None,4.875,0.106288,0.021899,0
SES-004048,0,None,1.5,0.039319,0.006609,0
SES-008749,0,None,5.0625,0.317631,0.070151,0
SES-004807,0,None,3.325,0.231923,0.050583,0
SES-003357,1,Malware Execution,47.9643,0.268215,0.058869,0
SES-011911,0,None,0.45,0.037704,0.00624,0
SES-000943,0,None,2.6051,0.348786,0.077264,0
SES-009260,0,None,3.925,0.164171,0.035114,0
SES-003116,0,None,10.015,0.084172,0.01685,0
SES-004609,0,None,3.8,0.148091,0.031443,0
SES-007537,0,None,3.1136,0.183931,0.039626,0
SES-001796,0,None,4.4505,0.298325,0.065743,0
SES-002541,0,None,1.725,0.375264,0.08331,0
SES-001728,0,None,3.3295,0.095411,0.019416,0
SES-004239,0,None,1.925,0.129056,0.027097,0
SES-005492,0,None,3.8143,0.187482,0.040437,0
SES-003146,0,None,3.9175,0.165739,0.035472,0
SES-006636,1,Brute Force,36.5,2.69231,0.612321,1
SES-010913,0,None,5.225,0.140836,0.029787,0
SES-000624,0,None,5.125,0.182416,0.03928,0
SES-001161,0,None,9.102,0.158833,0.033896,0
SES-007842,0,None,2.75,0.167294,0.035828,0
SES-003040,0,None,4.5643,0.168771,0.036165,0
SES-011241,0,None,4.925,0.453782,0.101236,0
SES-008461,0,None,0.4143,0.212882,0.046236,0
SES-010790,0,None,9.5273,0.391012,0.086905,0
SES-010399,0,None,3.15,0.197949,0.042826,0
SES-012712,0,None,4.45,0.11371,0.023594,0
SES-009289,0,None,5.65,0.150803,0.032062,0
SES-003023,0,None,9.825,1.401989,0.317724,1
SES-008791,0,None,3.4,0.477997,0.106765,0
SES-011075,1,Data Exfiltration,43.65,0.430632,0.095951,0
SES-001432,0,None,5.5143,0.156851,0.033443,0
SES-008096,0,None,3.45,0.170182,0.036487,0
SES-012377,0,None,6.0625,0.210685,0.045734,0
SES-009780,0,None,3.6,0.338338,0.074879,0
SES-005143,1,Brute Force,39.1,1.335284,0.302495,1
SES-001621,0,None,3.925,0.083046,0.016592,0
SES-003148,0,None,4.0464,0.157805,0.033661,0
SES-012157,0,None,5.3,0.130608,0.027452,0
SES-000652,0,None,0.0,0.154433,0.032891,0
SES-007965,0,None,2.3,0.1184,0.024664,0
SES-002968,0,None,1.6,0.023975,0.003106,0
SES-008128,0,None,3.225,0.102644,0.021067,0
SES-011096,1,Low-and-Slow Exfiltration,42.6429,1.306075,0.295826,1
SES-006410,0,None,4.3857,0.209273,0.045412,0
SES-010256,0,None,6.4167,0.15629,0.033315,0
SES-000702,0,None,5.375,0.188348,0.040634,0
SES-000604,0,None,0.0,0.027855,0.003992,0
SES-003058,0,None,4.75,0.515913,0.115422,0
SES-002943,0,None,5.9,0.406995,0.090554,0
SES-006710,0,None,4.55,0.109142,0.022551,0
SES-006847,0,None,3.75,0.14504,0.030747,0
SES-006048,0,None,4.65,0.262746,0.05762,0
SES-003613,0,None,6.6813,0.224185,0.048816,0
SES-005690,0,None,2.9188,0.202606,0.04389,0
SES-006896,0,None,4.0357,0.125032,0.026179,0
SES-001832,0,None,2.6,0.133007,0.027999,0
SES-010747,1,Suspicious PowerShell,45.7563,1.093471,0.247286,1
SES-009671,0,None,5.25,0.11147,0.023082,0
SES-008922,0,None,0.6,0.015665,0.001209,0
SES-001463,0,None,1.75,0.129528,0.027205,0
SES-005550,0,None,2.2,0.12308,0.025733,0
SES-006581,0,None,3.8,0.296278,0.065276,0
SES-012996,0,None,4.55,0.20998,0.045573,0
SES-011397,1,Off-hours Access,25.15,0.174717,0.037522,0
SES-002068,0,None,4.475,0.135331,0.02853,0
SES-003898,0,None,2.375,0.168603,0.036126,0
SES-007652,0,None,4.45,0.034063,0.005409,0
SES-007602,0,None,0.9,0.041259,0.007052,0
SES-006232,0,None,4.1143,0.158868,0.033904,0
SES-011325,0,None,4.4,0.173753,0.037302,0
SES-009912,0,None,2.225,0.213103,0.046286,0
SES-004959,1,Lateral Movement,37.85,0.894325,0.201818,1
SES-007887,1,Low-and-Slow Exfiltration,42.8,0.433793,0.096673,0
SES-005821,1,Low-and-Slow Exfiltration,43.55,1.524951,0.345798,1
SES-012189,0,None,4.1,0.101651,0.02084,0
SES-010343,0,None,1.25,0.051945,0.009492,0
SES-008582,0,None,1.875,0.124864,0.02614,0
SES-010202,0,None,8.975,0.239125,0.052227,0
SES-006625,0,None,3.1,0.160684,0.034318,0
SES-007146,0,None,5.5,0.367614,0.081563,0
SES-008135,0,None,8.4,0.708341,0.159355,1
SES-008661,0,None,3.4714,0.12495,0.02616,0
SES-005119,0,None,5.8,0.717093,0.161354,1
SES-011984,0,None,4.9286,0.152225,0.032387,0
SES-003634,0,None,3.7,0.112572,0.023334,0
SES-010987,0,None,8.0071,0.158744,0.033875,0
SES-008964,0,None,5.65,0.148037,0.031431,0
SES-009463,0,None,10.3071,0.497807,0.111288,0
SES-012389,0,None,6.9,0.139612,0.029507,0
SES-008827,0,None,7.4625,0.128783,0.027035,0
SES-003052,0,None,8.35,0.138728,0.029305,0
SES-002004,0,None,6.3295,0.464328,0.103644,0
SES-005210,0,None,4.1938,0.410527,0.091361,0
SES-011237,0,None,9.55,0.134467,0.028333,0
SES-004215,0,None,10.7,0.154696,0.032951,0
SES-005759,0,None,5.2,0.165058,0.035317,0
SES-005685,0,None,7.3063,0.172511,0.037018,0
SES-002701,0,None,8.225,0.141853,0.030019,0
SES-012438,0,None,6.15,0.132098,0.027792,0
SES-003730,0,None,3.7857,0.158523,0.033825,0
SES-002640,0,None,5.5,0.20322,0.04403,0
SES-012321,0,None,5.35,0.131365,0.027624,0
SES-012655,0,None,2.425,0.100479,0.020573,0
SES-010551,0,None,3.325,0.146702,0.031126,0
SES-005462,0,None,3.75,0.133083,0.028017,0
SES-002223,0,None,9.665,0.174221,0.037409,0
SES-004516,0,None,10.8071,0.134474,0.028334,0
SES-001461,0,None,4.275,0.079139,0.0157,0
SES-010719,0,None,3.9786,0.312614,0.069006,0
SES-012167,0,None,3.8625,0.324918,0.071815,0
SES-006515,1,Credential Stuffing,44.95,2.335815,0.530929,1
SES-008542,0,None,2.2214,0.192347,0.041547,0
SES-012770,0,None,3.0583,0.559909,0.125467,0
SES-006059,0,None,5.8429,0.564795,0.126582,0
SES-012757,0,None,4.25,0.148503,0.031537,0
SES-006739,0,None,1.8143,0.130969,0.027534,0
SES-005579,0,None,1.0,0.206005,0.044666,0
SES-002249,0,None,2.9275,0.261576,0.057353,0
SES-000259,0,None,0.0,0.119822,0.024989,0
SES-011900,0,None,0.9,0.056715,0.010581,0
SES-011812,0,None,6.8857,0.171131,0.036704,0
SES-012990,0,None,6.3364,0.424319,0.09451,0
SES-005501,0,None,4.15,0.106021,0.021838,0
SES-009406,0,None,5.75,0.109179,0.022559,0
SES-004650,0,None,5.7,0.208841,0.045313,0
SES-012467,0,None,0.45,0.053668,0.009885,0
SES-012367,0,None,5.6,0.151429,0.032205,0
SES-004555,0,None,2.6,0.155571,0.033151,0
SES-009095,0,None,4.0667,0.135366,0.028538,0
SES-010247,0,None,2.8,0.12979,0.027265,0
SES-001624,0,None,5.75,0.121892,0.025462,0
SES-001373,0,None,1.2292,0.143862,0.030478,0
SES-003619,0,None,8.1894,0.325724,0.071999,0
SES-012360,0,None,8.7,0.108477,0.022399,0
SES-004558,1,Privilege Escalation,43.3,0.366275,0.081257,0
SES-000618,0,None,0.0,0.072277,0.014134,0
SES-009970,0,None,4.9125,0.174814,0.037544,0
SES-005763,0,None,14.55,0.139451,0.029471,0
SES-012668,0,None,5.525,0.132327,0.027844,0
SES-002056,0,None,8.9345,0.169032,0.036224,0
